,loss,val_loss
0,0.07831108570098877,0.01600942574441433
1,0.018308592960238457,0.0028767166659235954
2,0.014049967750906944,0.002716996241360903
3,0.008848556317389011,0.003624479752033949
4,0.00936477817595005,0.0032702533062547445
5,0.007357539609074593,0.0037651590537279844
6,0.007177130319178104,0.004071822389960289
7,0.005734115373343229,0.0047980104573071
8,0.006391828879714012,0.00485673313960433
9,0.005794942378997803,0.004734231159090996
10,0.0062219989486038685,0.00487513467669487
11,0.0054181343875825405,0.004896199330687523
12,0.006128722336143255,0.004964683670550585
13,0.004996723961085081,0.0050270757637917995
14,0.005065832287073135,0.004809524863958359
15,0.00580982631072402,0.004736230708658695
16,0.0054037258960306644,0.0045301178470253944
17,0.005201566498726606,0.004719640593975782
18,0.004841622430831194,0.004513241816312075
19,0.00517910486087203,0.004641472827643156
20,0.004804917145520449,0.004880471620708704
21,0.005316745489835739,0.0042739007622003555
22,0.005067335441708565,0.004292131867259741
23,0.004374404903501272,0.004295499064028263
24,0.004974404815584421,0.004388104658573866
25,0.004586194641888142,0.00421862443909049
26,0.004386997316032648,0.004217633977532387
27,0.0042260573245584965,0.004124902654439211
28,0.005151737481355667,0.004055129364132881
29,0.004548322409391403,0.003945489879697561
30,0.004448868799954653,0.003733457298949361
31,0.00443894462659955,0.0038797787856310606
32,0.004248104523867369,0.0037514278665184975
33,0.004074367694556713,0.0037987467367202044
34,0.004401808604598045,0.003675782587379217
35,0.004422918893396854,0.0036743590608239174
36,0.004060412757098675,0.0036160137970000505
37,0.004082629922777414,0.0034636766649782658
38,0.004493578337132931,0.003699107328429818
39,0.003916439134627581,0.0035075328778475523
40,0.004923260770738125,0.003443287219852209
41,0.00503158662468195,0.0035925209522247314
42,0.003541775280609727,0.0033427488524466753
43,0.003932046703994274,0.003300765994936228
44,0.004282115958631039,0.003254382638260722
45,0.004025144036859274,0.003179528983309865
46,0.003941014409065247,0.0031120022758841515
47,0.004378835204988718,0.0031497327145189047
48,0.0037299133837223053,0.0030894335359334946
49,0.003787830239161849,0.003071825485676527
