date,stock,total_news,avg_sentiment_score,total_sentiment_score,positive_count,neutral_count,negative_count
2024-11-20,BBCA,6,-0.2916666666666667,-1.75,3,0,3
2024-11-22,BBCA,2,2.4166666666666665,4.833333333333333,2,0,0
2024-11-23,BBCA,1,0.0,0.0,0,1,0
2024-11-25,BBCA,7,-0.9523809523809523,-6.666666666666666,2,0,5
2024-11-26,BBCA,3,3.6666666666666665,11.0,3,0,0
2024-11-27,BBCA,1,2.5,2.5,1,0,0
2024-11-28,BBCA,2,2.75,5.5,2,0,0
2024-11-29,BBCA,1,3.0,3.0,1,0,0
2024-12-02,BBCA,1,-3.0,-3.0,0,0,1
2024-12-03,BBCA,2,0.9166666666666667,1.8333333333333335,1,0,1
2024-12-04,BBCA,1,1.25,1.25,1,0,0
2024-12-05,BBCA,3,-0.2777777777777777,-0.833333333333333,2,0,1
2024-12-06,BBCA,1,1.0,1.0,1,0,0
2024-12-07,BBCA,1,3.0,3.0,1,0,0
2024-12-09,BBCA,1,2.6,2.6,1,0,0
2024-12-10,BBCA,2,0.25,0.5,1,0,1
2024-12-11,BBCA,4,0.37499999999999994,1.4999999999999998,2,1,1
2024-12-12,BBCA,1,0.0,0.0,0,1,0
2024-12-13,BBCA,2,1.5,3.0,2,0,0
2024-12-14,BBCA,2,-0.375,-0.75,1,0,1
2024-12-15,BBCA,1,2.25,2.25,1,0,0
2024-12-16,BBCA,1,2.2,2.2,1,0,0
2024-12-17,BBCA,4,2.5833333333333335,10.333333333333334,4,0,0
2024-12-18,BBCA,1,1.5,1.5,1,0,0
2024-12-19,BBCA,1,5.0,5.0,1,0,0
2024-12-20,BBCA,2,0.75,1.5,1,0,1
2024-12-21,BBCA,1,2.6666666666666665,2.6666666666666665,1,0,0
2024-12-22,BBCA,1,4.0,4.0,1,0,0
2024-12-23,BBCA,2,2.0,4.0,2,0,0
2024-12-25,BBCA,1,0.0,0.0,0,1,0
2024-12-27,BBCA,1,-0.5,-0.5,0,0,1
2024-12-28,BBCA,1,-1.3333333333333333,-1.3333333333333333,0,0,1
2024-12-29,BBCA,1,3.0,3.0,1,0,0
2024-12-30,BBCA,1,1.0,1.0,1,0,0
2024-12-31,BBCA,2,1.8333333333333333,3.6666666666666665,2,0,0
