date,stock,open,high,low,close,volume,sentiment_score,target_close_h1
2023-02-13,BBRI,3669.4297790527344,3669.4297790527344,3594.54345703125,3594.54345703125,144569400,0,3646.96337890625
2023-02-14,BBRI,3609.520223065323,3646.96337890625,3602.031591897138,3646.96337890625,120995200,0,3646.96337890625
2023-02-15,BBRI,3661.9406412426206,3661.9406412426206,3602.031591897138,3646.96337890625,84568100,0,3646.96337890625
2023-02-16,BBRI,3661.9406412426206,3661.9406412426206,3631.98611656988,3646.96337890625,69966200,0,3654.45166015625
2023-02-17,BBRI,3661.9402906073897,3661.9402906073897,3617.0085079005503,3654.45166015625,104019300,0,3654.45166015625
2023-02-20,BBRI,3669.428921058529,3669.428921058529,3624.4971383516895,3654.45166015625,88432500,0,3609.52001953125
2023-02-21,BBRI,3654.451804006743,3654.451804006743,3609.52001953125,3609.52001953125,59319100,0,3564.588134765625
2023-02-22,BBRI,3587.054026371291,3602.0312874417345,3542.1222431599595,3564.588134765625,107327900,0,3594.54345703125
2023-02-23,BBRI,3602.0320892333984,3602.0320892333984,3542.123031616211,3594.54345703125,139144500,0,3564.588134765625
2023-02-24,BBRI,3594.542656906513,3624.497179047401,3564.588134765625,3564.588134765625,46409300,0,3602.03125
2023-02-27,BBRI,3579.5653586278586,3602.03125,3564.588097713098,3602.03125,89918800,0,3497.1904296875
2023-02-28,BBRI,3564.5881039213064,3587.053995332575,3497.1904296875,3497.1904296875,273125500,0,3534.6337890625
2023-03-01,BBRI,3542.1224199715307,3557.099681789592,3519.6565272444386,3534.6337890625,115578600,0,3579.5654296875
2023-03-02,BBRI,3557.0995378693774,3579.5654296875,3534.633646051256,3579.5654296875,59377900,0,3564.588134765625
2023-03-03,BBRI,3594.542656906513,3594.542656906513,3542.1222431599595,3564.588134765625,84777000,0,3587.054443359375
2023-03-06,BBRI,3587.054443359375,3594.543074765136,3579.5658119536142,3587.054443359375,78292000,0,3624.497802734375
2023-03-07,BBRI,3572.077379967556,3631.9864345582064,3572.077379967556,3624.497802734375,111953700,0,3624.497802734375
2023-03-08,BBRI,3631.9864345582064,3631.9864345582064,3609.520539086712,3624.497802734375,125766100,0,3602.03125
2023-03-09,BBRI,3639.474402286902,3646.963032744283,3602.03125,3602.03125,79549800,0,3609.52001953125
2023-03-10,BBRI,3609.52001953125,3617.0086502771655,3594.54275803942,3609.52001953125,125140500,0,3617.0087890625
2023-03-13,BBRI,3602.0315269959888,3646.963313195523,3572.077002862966,3617.0087890625,106769300,0,3527.145263671875
2023-03-14,BBRI,3572.0770504702427,3587.0543127363653,3512.1680014057524,3527.145263671875,192444400,0,3519.656982421875
2023-03-15,BBRI,3564.588773686836,3572.0774055643287,3519.656982421875,3519.656982421875,107761200,0,3542.1220703125
2023-03-16,BBRI,3519.656179803118,3557.099330652088,3474.724398784355,3542.1220703125,155984500,0,3669.42919921875
2023-03-17,BBRI,3572.0769959741706,3669.4291992187495,3557.099733936543,3669.42919921875,267753300,0,3654.45166015625
2023-03-20,BBRI,3624.4971383516895,3654.4516601562495,3609.5198774494106,3654.45166015625,113829400,0,3669.42919921875
2023-03-21,BBRI,3646.963306162309,3684.4064612563775,3624.497413105867,3669.42919921875,214639300,0,3748.984130859375
2023-03-24,BBRI,3733.265119828518,3788.281658436517,3709.6866032822327,3748.984130859375,266103900,0,3725.405517578125
2023-03-27,BBRI,3733.2650228894713,3764.703044134857,3709.686506955432,3725.405517578125,144925200,0,3748.984130859375
2023-03-28,BBRI,3725.405614313089,3756.8436363748033,3725.405614313089,3748.984130859375,105217100,0,3780.421875
2023-03-29,BBRI,3772.56237006237,3788.28137993763,3748.98385524948,3780.421875,141800500,0,3733.26513671875
2023-03-30,BBRI,3780.422170024671,3780.422170024671,3725.4056311677614,3733.26513671875,98847200,0,3717.5458984375
2023-03-31,BBRI,3717.5458984375,3733.264908578885,3701.826888296115,3717.5458984375,161561800,0,3772.563232421875
2023-04-03,BBRI,3748.984712219238,3772.563232421875,3741.125205485026,3772.563232421875,133511700,0,3788.28173828125
2023-04-04,BBRI,3772.562726919087,3788.28173828125,3741.124704194761,3788.28173828125,88097800,0,3796.141357421875
2023-04-05,BBRI,3780.422345589901,3835.438887001812,3772.5628396739135,3796.141357421875,119316500,0,3804.001220703125
2023-04-06,BBRI,3819.720234011816,3819.720234011816,3788.2822073944335,3804.001220703125,88012300,0,3819.719970703125
2023-04-10,BBRI,3819.719970703125,3819.719970703125,3788.281946252893,3819.719970703125,58886800,0,3835.4384765625
2023-04-11,BBRI,3819.7194664126537,3843.297981637423,3796.140951187884,3835.4384765625,67275600,0,3874.73583984375
2023-04-12,BBRI,3890.4548493360167,3890.4548493360167,3843.297820859216,3874.73583984375,194839900,0,3914.0341796875
2023-04-13,BBRI,3890.455660532756,3929.753192457329,3874.736647762927,3914.0341796875,141279800,0,3988.699462890625
2023-04-14,BBRI,3969.0506970635774,4008.348228717672,3929.7531654094814,3988.699462890625,190097200,0,3921.89306640625
2023-04-17,BBRI,3988.698860122589,3988.698860122589,3898.314550976954,3921.89306640625,121231300,0,3890.455078125
2023-04-18,BBRI,3921.8930989583337,3949.401367187501,3890.455078125001,3890.455078125,95747700,0,3949.4013671875
2023-04-26,BBRI,4047.645182291667,4047.645182291667,3874.736067708333,3949.4013671875,273336000,0,4047.645263671875
2023-04-27,BBRI,3921.8931778102246,4047.645263671875,3921.8931778102246,4047.645263671875,125947200,0,4008.347412109375
2023-04-28,BBRI,4067.293697581572,4145.888744877834,4008.347412109375,4008.347412109375,251912000,0,4047.645263671875
2023-05-02,BBRI,4067.294027087758,4067.294027087758,3969.050210008344,4047.645263671875,84246100,0,4008.347412109375
2023-05-03,BBRI,4106.591221229703,4106.591221229703,3969.049888461244,4008.347412109375,183524700,0,4047.645263671875
2023-05-04,BBRI,4047.645263671875,4067.294027087758,3988.6989734242266,4047.645263671875,140482000,0,4106.59130859375
2023-05-05,BBRI,4106.59130859375,4126.2400708358255,4027.9962596254486,4106.59130859375,182599600,0,4008.347412109375
2023-05-08,BBRI,4126.239983053769,4126.239983053769,3969.049888461244,4008.347412109375,107804200,0,4027.996337890625
2023-05-09,BBRI,3969.050050019055,4027.996337890625,3949.4012873951983,4027.996337890625,102987300,0,4047.645263671875
2023-05-10,BBRI,3988.6989734242266,4047.645263671875,3969.050210008344,4047.645263671875,108369600,0,4047.645263671875
2023-05-11,BBRI,4067.294027087758,4067.294027087758,4008.3477368401095,4047.645263671875,85618800,0,4047.645263671875
2023-05-12,BBRI,4008.3477368401095,4067.294027087758,4008.3477368401095,4047.645263671875,92625800,0,4047.645263671875
2023-05-15,BBRI,4047.645263671875,4067.294027087758,3949.4014465924606,4047.645263671875,163732600,0,4086.94287109375
2023-05-16,BBRI,4067.294107290415,4086.94287109375,4008.3478158804087,4086.94287109375,73611200,0,4086.94287109375
2023-05-17,BBRI,4126.240398700421,4126.240398700421,4067.294107290415,4086.94287109375,115834500,0,4244.1328125
2023-05-19,BBRI,4106.591471354167,4283.430338541667,4086.9427083333335,4244.1328125,185672200,0,4263.78173828125
2023-05-22,BBRI,4165.537919426844,4322.728029593894,4165.537919426844,4263.78173828125,162655900,0,4322.72802734375
2023-05-23,BBRI,4303.079263583097,4401.323082386363,4303.079263583097,4322.72802734375,255251600,0,4401.32275390625
2023-05-24,BBRI,4342.376467023577,4401.32275390625,4283.430180140904,4401.32275390625,187436100,0,4303.0791015625
2023-05-25,BBRI,4322.727864583334,4381.674153645834,4283.430338541667,4303.0791015625,224391900,0,4401.32275390625
2023-05-26,BBRI,4263.78141784668,4401.32275390625,4263.78141784668,4401.32275390625,154003100,0,4362.025390625
2023-05-29,BBRI,4401.322916666667,4420.9716796875,4303.0791015625,4362.025390625,125049100,0,4322.72802734375
2023-05-30,BBRI,4322.72802734375,4401.323082386363,4322.72802734375,4322.72802734375,67363200,0,4381.673828125
2023-05-31,BBRI,4381.673828125,4381.673828125,4224.48373563621,4381.673828125,898453700,0,4263.78173828125
2023-06-05,BBRI,4401.32308467742,4401.32308467742,4263.78173828125,4263.78173828125,255472600,0,4283.4306640625
2023-06-06,BBRI,4244.133135034404,4322.7281930905965,4204.835606006307,4283.4306640625,92019300,0,4244.1328125
2023-06-07,BBRI,4303.0791015625,4303.0791015625,4204.835286458334,4244.1328125,150377000,0,4303.0791015625
2023-06-08,BBRI,4224.484049479167,4303.0791015625,4204.835286458334,4303.0791015625,92794100,0,4263.78173828125
2023-06-09,BBRI,4263.78173828125,4283.430502052132,4224.484210739487,4263.78173828125,77251000,0,4244.1328125
2023-06-12,BBRI,4244.1328125,4244.1328125,4224.484049479167,4244.1328125,92314200,0,4362.025390625
2023-06-13,BBRI,4244.1328125,4362.025390625,4244.1328125,4362.025390625,108831400,0,4362.025390625
2023-06-14,BBRI,4381.674153645834,4381.674153645834,4303.0791015625,4362.025390625,79137600,0,4342.376953125
2023-06-15,BBRI,4303.079424137443,4342.376953125,4283.430659643665,4342.376953125,74388400,0,4362.025390625
2023-06-16,BBRI,4303.0791015625,4362.025390625,4244.1328125,4362.025390625,189062600,0,4342.376953125
2023-06-19,BBRI,4322.728188631222,4342.376953125,4283.430659643665,4342.376953125,55144200,0,4362.025390625
2023-06-20,BBRI,4303.0791015625,4362.025390625,4303.0791015625,4362.025390625,102926800,0,4381.673828125
2023-06-21,BBRI,4322.727543441704,4381.673828125,4322.727543441704,4381.673828125,84605400,0,4303.0791015625
2023-06-22,BBRI,4362.025390625,4401.322916666667,4303.0791015625,4303.0791015625,94143200,0,4244.1328125
2023-06-23,BBRI,4263.781575520834,4303.0791015625,4244.1328125,4244.1328125,123350300,0,4283.4306640625
2023-06-26,BBRI,4263.781899548451,4303.079428576548,4224.484370520356,4283.4306640625,85472100,0,4263.78173828125
2023-06-27,BBRI,4283.430502052132,4322.728029593894,4263.78173828125,4263.78173828125,110716500,0,4303.0791015625
2023-07-03,BBRI,4322.727864583334,4362.025390625,4283.430338541667,4303.0791015625,168559800,0,4283.4306640625
2023-07-04,BBRI,4322.7281930905965,4322.7281930905965,4263.781899548451,4283.4306640625,94462600,0,4283.4306640625
2023-07-05,BBRI,4244.133135034404,4283.4306640625,4244.133135034404,4283.4306640625,109632800,0,4263.78173828125
2023-07-06,BBRI,4283.430502052132,4303.079265823013,4244.1329745103685,4263.78173828125,109446200,0,4224.484375
2023-07-07,BBRI,4244.133139534883,4263.781904069767,4224.484375,4224.484375,114043800,0,4244.1328125
2023-07-10,BBRI,4263.781575520834,4322.727864583334,4244.1328125,4244.1328125,78972100,0,4263.78173828125
2023-07-11,BBRI,4224.484210739487,4283.430502052132,4224.484210739487,4263.78173828125,122094700,0,4283.4306640625
2023-07-12,BBRI,4283.4306640625,4303.079428576548,4263.781899548451,4283.4306640625,104993700,0,4283.4306640625
2023-07-13,BBRI,4263.781899548451,4303.079428576548,4263.781899548451,4283.4306640625,134905700,0,4342.376953125
2023-07-14,BBRI,4283.430659643665,4342.376953125,4263.781895149887,4342.376953125,127814200,0,4381.673828125
2023-07-17,BBRI,4362.025066563901,4420.971351247197,4342.376305002803,4381.673828125,166951300,0,4420.9716796875
2023-07-18,BBRI,4420.9716796875,4479.91796875,4401.322916666667,4420.9716796875,120810300,0,4420.9716796875
2023-07-20,BBRI,4381.674153645834,4440.620442708334,4362.025390625,4420.9716796875,111117300,0,4420.9716796875
2023-07-21,BBRI,4401.322916666667,4420.9716796875,4381.674153645834,4420.9716796875,63094600,0,4401.32275390625
2023-07-24,BBRI,4401.32275390625,4440.620278494699,4401.32275390625,4401.32275390625,62962500,0,4440.6201171875
2023-07-25,BBRI,4420.971355607024,4479.917640348451,4420.971355607024,4440.6201171875,111248100,0,4460.27001953125
2023-07-26,BBRI,4479.918786137115,4479.918786137115,4440.621252925385,4460.27001953125,76200300,0,4440.6201171875
2023-07-27,BBRI,4460.268878767975,4519.215163509402,4440.6201171875,4440.6201171875,109859200,0,4479.91796875
2023-07-28,BBRI,4420.9716796875,4479.91796875,4420.9716796875,4479.91796875,74036700,0,4440.6201171875
2023-07-31,BBRI,4479.917640348451,4479.917640348451,4440.6201171875,4440.6201171875,186727400,0,4479.91796875
2023-08-01,BBRI,4440.620442708334,4519.215494791667,4440.620442708334,4479.91796875,100137500,0,4479.91796875
2023-08-02,BBRI,4440.620442708334,4499.566731770834,4440.620442708334,4479.91796875,90611300,0,4479.91796875
2023-08-03,BBRI,4460.269205729167,4519.215494791667,4440.620442708334,4479.91796875,82775000,0,4381.673828125
2023-08-04,BBRI,4479.917635930493,4499.566397491592,4381.673828125,4381.673828125,150738500,0,4479.91796875
2023-08-07,BBRI,4401.322916666667,4499.566731770834,4381.674153645834,4479.91796875,88104900,0,4420.9716796875
2023-08-08,BBRI,4479.91796875,4519.215494791667,4401.322916666667,4420.9716796875,89189600,0,4479.91796875
2023-08-09,BBRI,4440.620442708334,4499.566731770834,4420.9716796875,4479.91796875,91930000,0,4479.91796875
2023-08-10,BBRI,4460.269205729167,4499.566731770834,4460.269205729167,4479.91796875,85474200,0,4440.6201171875
2023-08-11,BBRI,4460.268878767975,4479.917640348451,4440.6201171875,4440.6201171875,74321000,0,4440.6201171875
2023-08-14,BBRI,4440.6201171875,4460.268878767975,4381.673832446073,4440.6201171875,127358400,0,4381.673828125
2023-08-15,BBRI,4440.620112808296,4460.268874369394,4381.673828125,4381.673828125,89597300,0,4342.376953125
2023-08-16,BBRI,4362.025717618779,4381.674482112557,4283.430659643665,4342.376953125,188191900,0,4381.673828125
2023-08-18,BBRI,4322.727543441704,4401.322589686099,4322.727543441704,4381.673828125,121561200,0,4322.72802734375
2023-08-21,BBRI,4362.025554865057,4381.67431862571,4322.72802734375,4322.72802734375,91640000,0,4381.673828125
2023-08-22,BBRI,4322.727543441704,4420.971351247197,4322.727543441704,4381.673828125,101221500,0,4401.32275390625
2023-08-23,BBRI,4401.32275390625,4420.971516200474,4381.673991612026,4401.32275390625,78686900,0,4362.025390625
2023-08-24,BBRI,4420.9716796875,4420.9716796875,4362.025390625,4362.025390625,74407500,0,4401.32275390625
2023-08-25,BBRI,4362.025229317802,4401.32275390625,4342.376467023577,4401.32275390625,65096500,0,4362.025390625
2023-08-28,BBRI,4401.322916666667,4420.9716796875,4362.025390625,4362.025390625,37126600,0,4401.32275390625
2023-08-29,BBRI,4342.376467023577,4401.32275390625,4342.376467023577,4401.32275390625,57547200,0,4342.376953125
2023-08-30,BBRI,4401.323246606335,4401.323246606335,4322.728188631222,4342.376953125,171282700,0,4362.025390625
2023-08-31,BBRI,4342.376627604167,4362.025390625,4303.0791015625,4362.025390625,175088200,0,4381.673828125
2023-09-01,BBRI,4401.322589686099,4401.322589686099,4342.376305002803,4381.673828125,87366100,0,4420.9716796875
2023-09-04,BBRI,4401.322916666667,4420.9716796875,4381.674153645834,4420.9716796875,43898200,0,4420.9716796875
2023-09-05,BBRI,4420.9716796875,4440.620442708334,4401.322916666667,4420.9716796875,72464300,0,4381.673828125
2023-09-06,BBRI,4420.971351247197,4440.620112808296,4381.673828125,4381.673828125,106367800,0,4283.4306640625
2023-09-07,BBRI,4342.376957604644,4362.025722118692,4283.4306640625,4283.4306640625,157998600,0,4204.8349609375
2023-09-08,BBRI,4263.781245436624,4283.430006936332,4165.537437938085,4204.8349609375,243324500,0,4263.78173828125
2023-09-11,BBRI,4204.8354469686055,4263.78173828125,4165.537919426844,4263.78173828125,80474100,0,4224.484375
2023-09-12,BBRI,4283.430668604651,4303.079433139535,4224.484375,4224.484375,121654400,0,4244.1328125
2023-09-13,BBRI,4204.835286458334,4263.781575520834,4204.835286458334,4244.1328125,59408000,0,4263.78173828125
2023-09-14,BBRI,4185.186683197725,4263.78173828125,4185.186683197725,4263.78173828125,76831700,0,4224.484375
2023-09-15,BBRI,4244.133139534883,4283.430668604651,4224.484375,4224.484375,141455400,0,4185.1865234375
2023-09-18,BBRI,4204.835286458334,4244.1328125,4165.537760416667,4185.1865234375,61329000,0,4224.484375
2023-09-19,BBRI,4185.186845930232,4224.484375,4165.538081395349,4224.484375,50612700,0,4224.484375
2023-09-20,BBRI,4204.835610465116,4283.430668604651,4204.835610465116,4224.484375,98710100,0,4204.8349609375
2023-09-21,BBRI,4263.781245436624,4263.781245436624,4204.8349609375,4204.8349609375,68584900,0,4204.8349609375
2023-09-22,BBRI,4204.8349609375,4263.781245436624,4204.8349609375,4204.8349609375,83184100,0,4165.5380859375
2023-09-25,BBRI,4185.186850493809,4204.835615050118,4086.943027712264,4165.5380859375,120196700,0,4086.94287109375
2023-09-26,BBRI,4126.240398700421,4145.889162503756,4086.94287109375,4086.94287109375,180280600,0,4106.59130859375
2023-09-27,BBRI,4067.2937841096,4165.537595319976,4067.2937841096,4106.59130859375,119774700,0,4106.59130859375
2023-09-29,BBRI,4165.537595319976,4185.186357562052,4106.59130859375,4106.59130859375,140331100,0,4126.24072265625
2023-10-02,BBRI,4126.24072265625,4165.538253348214,4126.24072265625,4126.24072265625,81674600,0,4145.888671875
2023-10-03,BBRI,4126.239910396919,4165.53743335308,4126.239910396919,4145.888671875,54462700,0,4126.24072265625
2023-10-04,BBRI,4126.24072265625,4145.889488002232,4086.943191964285,4126.24072265625,121445000,0,4067.29443359375
2023-10-05,BBRI,4126.24072973279,4145.88949511247,4067.29443359375,4067.29443359375,116814800,0,4067.29443359375
2023-10-06,BBRI,4086.9431989734303,4126.24072973279,4067.29443359375,4067.29443359375,70202300,0,4027.996337890625
2023-10-09,BBRI,4086.9426257621953,4106.591388386052,4027.996337890625,4027.996337890625,144477000,0,4067.29443359375
2023-10-10,BBRI,4027.9969028343903,4126.24072973279,4027.9969028343903,4067.29443359375,98457000,0,4126.24072265625
2023-10-11,BBRI,4047.6456612723214,4145.889488002232,4047.6456612723214,4126.24072265625,100394800,0,4165.5380859375
2023-10-12,BBRI,4165.5380859375,4224.484379606427,4145.889321381191,4165.5380859375,174022400,0,4145.888671875
2023-10-13,BBRI,4145.888671875,4185.186194831161,4126.239910396919,4145.888671875,84648800,0,4126.24072265625
2023-10-16,BBRI,4185.187018694196,4185.187018694196,4126.24072265625,4126.24072265625,45782300,0,4047.645263671875
2023-10-17,BBRI,4126.240317335407,4145.88908075129,4047.645263671875,4047.645263671875,127287200,0,4047.645263671875
2023-10-18,BBRI,4027.996500255992,4106.591553919524,4027.996500255992,4047.645263671875,77217600,0,3929.7529296875
2023-10-19,BBRI,4008.34798828125,4047.645517578125,3929.7529296875,3929.7529296875,195831400,0,3969.050537109375
2023-10-20,BBRI,3914.033995010829,4008.3480671797647,3898.3149829826734,3969.050537109375,173353600,0,3929.7529296875
2023-10-23,BBRI,3929.7529296875,3988.699223632813,3921.893423828125,3929.7529296875,82756100,0,4008.347412109375
2023-10-24,BBRI,3929.7523648131128,4008.347412109375,3890.4548411649816,4008.347412109375,104021500,0,4067.29443359375
2023-10-25,BBRI,4008.348137454712,4086.9431989734303,4008.348137454712,4067.29443359375,142215000,0,3866.876708984375
2023-10-26,BBRI,4067.294099389053,4067.294099389053,3866.876708984375,3866.876708984375,330618800,0,3929.7529296875
2023-10-27,BBRI,3890.455400390625,3969.050458984375,3882.59589453125,3929.7529296875,129599800,0,3929.7529296875
2023-10-30,BBRI,3914.03391796875,3949.4016943359375,3906.174412109375,3929.7529296875,108523700,0,3898.31494140625
2023-10-31,BBRI,3914.03395326676,3929.752965127269,3898.31494140625,3898.31494140625,106760300,0,3796.141357421875
2023-11-01,BBRI,3866.876910665761,3898.314934329712,3796.141357421875,3796.141357421875,191567200,0,3929.7529296875
2023-11-02,BBRI,3882.59589453125,3988.699223632813,3859.017376953125,3929.7529296875,208075400,0,4008.347412109375
2023-11-03,BBRI,3949.401126637178,4067.293697581572,3949.401126637178,4008.347412109375,125504000,0,4086.94287109375
2023-11-06,BBRI,4008.3478158804087,4086.94287109375,4008.3478158804087,4086.94287109375,122333800,0,4126.24072265625
2023-11-07,BBRI,4106.591957310267,4145.889488002232,4067.294426618303,4126.24072265625,137039400,0,4106.59130859375
2023-11-08,BBRI,4086.942546351675,4126.2400708358255,4067.2937841096,4106.59130859375,86713700,0,4086.94287109375
2023-11-09,BBRI,4106.591634897085,4145.889162503756,4086.94287109375,4086.94287109375,66236400,0,3988.699462890625
2023-11-10,BBRI,4047.645760371767,4047.645760371767,3969.0506970635774,3988.699462890625,113811900,0,3949.4013671875
2023-11-13,BBRI,3988.698893229167,4027.9964192708335,3949.401367187501,3949.4013671875,63126900,0,3988.699462890625
2023-11-14,BBRI,3988.699462890625,4027.99699454472,3969.0506970635774,3988.699462890625,85419500,0,4126.24072265625
2023-11-15,BBRI,4086.943191964285,4165.538253348214,4067.294426618303,4126.24072265625,193790400,0,4126.24072265625
2023-11-16,BBRI,4145.889488002232,4145.889488002232,4067.294426618303,4126.24072265625,99488800,0,4106.59130859375
2023-11-17,BBRI,4067.2937841096,4126.2400708358255,4067.2937841096,4106.59130859375,70727500,0,4126.24072265625
2023-11-20,BBRI,4067.294426618303,4145.889488002232,4067.294426618303,4126.24072265625,54123600,0,4086.94287109375
2023-11-21,BBRI,4106.591634897085,4126.240398700421,4067.294107290415,4086.94287109375,104110500,0,4145.888671875
2023-11-22,BBRI,4067.2936259626777,4165.53743335308,4067.2936259626777,4145.888671875,103585500,0,4204.8349609375
2023-11-23,BBRI,4185.186199437792,4244.132483936916,4165.537437938085,4204.8349609375,174572400,0,4244.1328125
2023-11-24,BBRI,4244.1328125,4283.430338541667,4224.484049479167,4244.1328125,92571400,0,4204.8349609375
2023-11-27,BBRI,4263.781245436624,4283.430006936332,4204.8349609375,4204.8349609375,76019100,0,4204.8349609375
2023-11-28,BBRI,4185.186199437792,4263.781245436624,4185.186199437792,4204.8349609375,147993400,0,4165.5380859375
2023-11-29,BBRI,4204.835615050118,4224.484379606427,4165.5380859375,4165.5380859375,106197800,0,4145.888671875
2023-11-30,BBRI,4224.483717787322,4224.483717787322,4145.888671875,4145.888671875,224426400,0,4204.8349609375
2023-12-01,BBRI,4145.888676438376,4224.483722437209,4145.888676438376,4204.8349609375,99499500,0,4322.72802734375
2023-12-04,BBRI,4283.430499822443,4381.67431862571,4283.430499822443,4322.72802734375,235595700,0,4283.4306640625
2023-12-05,BBRI,4263.781899548451,4322.7281930905965,4263.781899548451,4283.4306640625,114689900,0,4263.78173828125
2023-12-06,BBRI,4263.78173828125,4283.430502052132,4244.1329745103685,4263.78173828125,119716700,0,4303.0791015625
2023-12-07,BBRI,4244.1328125,4303.0791015625,4244.1328125,4303.0791015625,102126600,0,4224.484375
2023-12-08,BBRI,4263.781904069767,4283.430668604651,4224.484375,4224.484375,130542600,0,4165.5380859375
2023-12-11,BBRI,4185.186850493809,4224.484379606427,4165.5380859375,4165.5380859375,124468600,0,4185.1865234375
2023-12-12,BBRI,4224.484049479167,4244.1328125,4185.1865234375,4185.1865234375,134501600,0,4165.5380859375
2023-12-13,BBRI,4165.5380859375,4204.835615050118,4145.889321381191,4165.5380859375,98881600,0,4362.025390625
2023-12-14,BBRI,4283.430338541667,4362.025390625,4263.781575520834,4362.025390625,239261700,0,4362.025390625
2023-12-15,BBRI,4381.674153645834,4401.322916666667,4362.025390625,4362.025390625,252448800,0,4322.72802734375
2023-12-18,BBRI,4381.67431862571,4381.67431862571,4322.72802734375,4322.72802734375,102780900,0,4362.025390625
2023-12-19,BBRI,4283.430338541667,4362.025390625,4283.430338541667,4362.025390625,135207300,0,4362.025390625
2023-12-20,BBRI,4479.91796875,4479.91796875,4362.025390625,4362.025390625,138470900,0,4381.673828125
2023-12-21,BBRI,4362.025066563901,4401.322589686099,4342.376305002803,4381.673828125,99049600,0,4460.27001953125
2023-12-22,BBRI,4440.621252925385,4479.918786137115,4401.323719713656,4460.27001953125,109411300,0,4420.9716796875
2023-12-27,BBRI,4479.91796875,4499.566731770834,4420.9716796875,4420.9716796875,122236700,0,4499.56689453125
2023-12-28,BBRI,4479.918130799672,4519.215658262828,4460.269367068096,4499.56689453125,121434600,0,4499.56689453125
2023-12-29,BBRI,4519.215658262828,4519.215658262828,4460.269367068096,4499.56689453125,93126000,0,4526.68798828125
2024-01-02,BBRI,4506.74663150468,4526.68798828125,4486.805274728111,4526.68798828125,91143100,0,4466.86328125
2024-01-03,BBRI,4486.804635184152,4506.745989118303,4466.86328125,4466.86328125,83659700,0,4546.62890625
