date,stock,open,high,low,close,volume
2023-01-02,BBCA,7514.264410007767,7536.171886421784,7448.541980765716,7492.35693359375,10653900
2023-01-03,BBCA,7492.35693359375,7536.171886421784,7470.449457179733,7492.35693359375,27399100
2023-01-04,BBCA,7470.450500853762,7514.26545980305,7317.09814453125,7317.09814453125,90918800
2023-01-05,BBCA,7317.097685842803,7339.005163944129,7141.837861032197,7229.4677734375,128838500
2023-01-06,BBCA,7098.022890389684,7295.190192900509,7098.022890389684,7273.28271484375,69286600
2023-01-09,BBCA,7295.189668373244,7404.72705078125,7295.189668373244,7404.72705078125,86916900
2023-01-10,BBCA,7360.912915711009,7382.820394626816,7141.838126552943,7163.74560546875,101759100
2023-01-11,BBCA,7054.207743389423,7141.837653245192,7010.392788461539,7119.93017578125,96069100
2023-01-12,BBCA,7141.838126552943,7251.375521131976,7119.930647637137,7163.74560546875,103804600
2023-01-13,BBCA,7141.837920953028,7163.74539923816,7032.300529527368,7054.2080078125,119748200
2023-01-16,BBCA,7054.208460146664,7185.6533382860425,7054.208460146664,7141.83837890625,105710700
2023-01-17,BBCA,7163.745077597128,7339.004896009291,7141.837600295608,7295.18994140625,88695900
2023-01-18,BBCA,7185.652802616717,7295.190192900509,7163.745324559959,7273.28271484375,96814600
2023-01-19,BBCA,7317.09741870777,7317.09741870777,7229.467509501689,7295.18994140625,66391800
2023-01-20,BBCA,7251.375236786992,7295.190192900509,7229.467758730234,7273.28271484375,96859500
2023-01-24,BBCA,7273.282490738981,7317.097445502469,7207.56005859375,7207.56005859375,42474500
2023-01-25,BBCA,7273.282250381098,7273.282250381098,7185.65234375,7185.65234375,66124500
2023-01-26,BBCA,7207.559993777655,7426.634765625,7207.559993777655,7426.634765625,77582300
2023-01-27,BBCA,7623.802734375,7755.247609105604,7492.357859644397,7623.802734375,196804700
2023-01-30,BBCA,7645.710213496768,7689.5251717403025,7514.265338766164,7623.802734375,68544300
2023-01-31,BBCA,7558.079628733407,7601.894583102876,7426.634765625,7426.634765625,200589000
2023-02-01,BBCA,7514.264421530331,7514.264421530331,7404.727039292279,7448.5419921875,77396200
2023-02-02,BBCA,7382.819574299649,7470.449480226054,7360.912097818047,7404.72705078125,99109500
2023-02-03,BBCA,7492.357859644397,7623.802734375,7448.542901400862,7623.802734375,71716700
2023-02-06,BBCA,7667.616949655266,7667.616949655266,7579.987041659205,7645.70947265625,117757700
2023-02-07,BBCA,7689.523669226695,7755.24609375,7667.616194385593,7755.24609375,116014700
2023-02-08,BBCA,7733.339843750001,7755.247322060907,7711.432365439094,7733.33984375,54495500
2023-02-09,BBCA,7733.339579035726,7799.06201171875,7711.432101474718,7799.06201171875,72381700
2023-02-10,BBCA,7777.1548003718135,7799.06227868272,7623.802452195468,7733.33984375,62060900
2023-02-13,BBCA,7777.154296875,7799.061773767606,7689.524389304578,7777.154296875,63775000
2023-02-14,BBCA,7755.246560208624,7842.87646484375,7733.339084049843,7842.87646484375,81678200
2023-02-15,BBCA,7777.154296875,7799.061773767606,7667.616912411972,7777.154296875,38037000
2023-02-16,BBCA,7733.340129983837,7755.247609105604,7623.802734375,7623.802734375,66040400
2023-02-17,BBCA,7689.52442665428,7755.246857651326,7645.70947265625,7645.70947265625,43588900
2023-02-20,BBCA,7645.709709821429,7733.339620535715,7623.802232142858,7667.6171875,40077000
2023-02-21,BBCA,7689.5251717403025,7711.43265086207,7623.802734375,7623.802734375,25390500
2023-02-22,BBCA,7623.802008285303,7667.616962355908,7558.079577179395,7601.89453125,38671900
2023-02-23,BBCA,7558.07956466019,7667.616949655266,7558.07956466019,7645.70947265625,53412300
2023-02-24,BBCA,7689.524439391211,7755.246870497119,7601.89453125,7601.89453125,44123400
2023-02-27,BBCA,7601.8959543603105,7689.52587890625,7579.988473223825,7689.52587890625,59983900
2023-02-28,BBCA,7689.524665178572,7689.524665178572,7601.894754464286,7667.6171875,106349400
2023-03-01,BBCA,7645.709752282431,7667.6172300826665,7536.17236328125,7536.17236328125,67034700
2023-03-02,BBCA,7536.172112771739,7623.802021059782,7536.172112771739,7558.07958984375,56672000
2023-03-03,BBCA,7579.987105918141,7601.894583102876,7426.634765625,7426.634765625,95376900
2023-03-06,BBCA,7492.357962472098,7492.357962472098,7360.9130859375,7360.9130859375,92652000
2023-03-07,BBCA,7317.098360418213,7426.635761023275,7317.098360418213,7382.82080078125,106115600
2023-03-08,BBCA,7360.912786989796,7514.26513671875,7360.912786989796,7514.26513671875,79350900
2023-03-09,BBCA,7579.9875723168725,7579.9875723168725,7492.357658186042,7514.26513671875,54201400
2023-03-10,BBCA,7448.542003744453,7492.356956707656,7404.72705078125,7404.72705078125,59580100
2023-03-13,BBCA,7404.727027937683,7558.079362835801,7404.727027937683,7492.35693359375,82077700
2023-03-14,BBCA,7382.819850612331,7426.634805215372,7295.18994140625,7295.18994140625,90495300
2023-03-15,BBCA,7404.727327913852,7426.634805215372,7295.18994140625,7295.18994140625,86747400
2023-03-16,BBCA,7273.28271484375,7317.097670957267,7229.467758730234,7273.28271484375,105894000
2023-03-17,BBCA,7339.00537109375,7404.727807252798,7295.190413654384,7339.00537109375,198558600
2023-03-20,BBCA,7360.9130859375,7426.6355242047985,7339.005606515067,7360.9130859375,37277900
2023-03-21,BBCA,7360.912086397058,7448.5419921875,7339.004609949448,7448.5419921875,91617400
2023-03-24,BBCA,7623.802452195468,7733.339843750001,7558.080017262749,7733.33984375,145603600
2023-03-27,BBCA,7733.340129983837,7733.340129983837,7623.802734375,7623.802734375,110692800
2023-03-28,BBCA,7711.431916426513,7711.431916426513,7601.89453125,7601.89453125,98296600
2023-03-29,BBCA,7753.84346147017,7865.5703125,7709.152721058238,7865.5703125,101068200
2023-03-30,BBCA,7954.951636641289,7954.951636641289,7865.570157577904,7887.91552734375,118912100
2023-03-31,BBCA,7887.915503627232,7910.260873325893,7798.534024832589,7820.87939453125,97146900
2023-04-03,BBCA,7887.915682705966,7887.915682705966,7820.879572088068,7865.5703125,60288900
2023-04-04,BBCA,7887.916330016917,7887.916330016917,7731.49872573896,7843.2255859375,60975800
2023-04-05,BBCA,7843.224428892819,7865.5697976361025,7798.53369140625,7798.53369140625,36922100
2023-04-06,BBCA,7776.1886551339285,7843.224764229911,7776.1886551339285,7820.87939453125,45489400
2023-04-10,BBCA,7798.534201882102,7865.5703125,7776.188831676136,7865.5703125,32996000
2023-04-11,BBCA,7887.91552734375,7887.91552734375,7820.879418046211,7887.91552734375,44554300
2023-04-12,BBCA,7954.951171875,7954.951171875,7887.915066494031,7954.951171875,91903600
2023-04-13,BBCA,7999.6427340467435,7999.6427340467435,7932.606621750262,7977.29736328125,51726500
2023-04-14,BBCA,8044.33349609375,8044.33349609375,7999.642754448784,8044.33349609375,110354200
2023-04-17,BBCA,8066.67822265625,8089.023591694078,7954.951377467105,8066.67822265625,83946900
2023-04-18,BBCA,8089.023948523116,8200.750798640838,8066.678578499572,8156.06005859375,91178700
2023-04-26,BBCA,8156.06153405231,8223.09765625,8044.334663722826,8223.09765625,186928200
2023-04-27,BBCA,8133.715019851435,8200.751132652407,8111.369648917777,8178.40576171875,54842400
2023-04-28,BBCA,8133.7141747237565,8156.059543335635,8089.0234375,8089.0234375,145775300
2023-05-02,BBCA,8133.7141747237565,8133.7141747237565,7954.951225828729,8089.0234375,83645900
2023-05-03,BBCA,8089.024217108718,8089.024217108718,7932.606621750262,7977.29736328125,83728800
2023-05-04,BBCA,7977.297383626302,8066.678866916232,7932.606641981337,8044.33349609375,67565000
2023-05-05,BBCA,8044.33349609375,8089.024237738715,7999.642754448784,8044.33349609375,64815100
2023-05-08,BBCA,8044.33349609375,8111.369608561197,7999.642754448784,8044.33349609375,84754500
2023-05-09,BBCA,7999.6427340467435,8021.988104812237,7954.951992515756,7977.29736328125,40929600
2023-05-10,BBCA,7977.29736328125,7999.6427340467435,7954.951992515756,7977.29736328125,45322600
2023-05-11,BBCA,7954.951636641289,7954.951636641289,7865.570157577904,7887.91552734375,81993900
2023-05-12,BBCA,7820.879572088068,7932.606423117898,7798.534201882102,7865.5703125,96525600
2023-05-15,BBCA,7932.607074096332,7932.607074096332,7798.534841858084,7843.2255859375,64830300
2023-05-16,BBCA,7865.570447198276,7887.915817786908,7776.18896484375,7776.18896484375,49497000
2023-05-17,BBCA,7843.2255859375,7910.261702056624,7820.880213897793,7843.2255859375,69996100
2023-05-19,BBCA,7954.952012803819,8044.33349609375,7887.915900336371,8044.33349609375,123592500
2023-05-22,BBCA,8044.33349609375,8111.369608561197,7977.297383626302,8044.33349609375,91000000
2023-05-23,BBCA,8089.023948523116,8178.405428617294,8066.678578499572,8156.06005859375,102980500
2023-05-24,BBCA,8223.095805921052,8223.095805921052,8066.67822265625,8066.67822265625,77392900
2023-05-25,BBCA,8133.7141747237565,8178.404911947514,8089.0234375,8089.0234375,76325700
2023-05-26,BBCA,8200.751132652407,8223.096503586066,8133.715019851435,8178.40576171875,55675900
2023-05-29,BBCA,8267.78724545338,8267.78724545338,8111.369648917777,8178.40576171875,79148200
2023-05-30,BBCA,8223.09539695946,8334.822236592061,8178.40466110642,8267.7861328125,97189500
